id,headline,country,label,headline_clean,sentiment_polarity,sentiment_score,emotional_intensity,subjectivity,framing_score,loaded_language,loaded_binary,framing_norm,bias_index
747,"BJP suspends 26 functionaries, rebel candidates for six years",India,,bjp suspends 26 functionaries rebel candidates for six years,negative,-0.1531,0.1531,0.0,0,no,0,0.0,0.053585
748,"Chris Redd opens up about SNL exit, addiction, and breaks silence on dating Kenan Thompson's ex-wife",India,,chris redd opens up about snl exit addiction and breaks silence on dating kenan thompsons exwife,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
749,"Day after aborting alliance, BJP receives suspended Cong councillors into its fold",India,,day after aborting alliance bjp receives suspended cong councillors into its fold,negative,-0.4767,0.4767,0.0,0,no,0,0.0,0.166845
750,Intervention shows she has lot to hide: BJP,India,,intervention shows she has lot to hide bjp,negative,-0.1779,0.1779,0.0,0,no,0,0.0,0.062264999999999994
751,"Louisiana homeowners can claim $10,000 in “Free Money” for roof upgrades – Here’s how to apply",India,,louisiana homeowners can claim 10000 in free money for roof upgrades heres how to apply,positive,0.5106,0.5106,0.8,0,no,0,0.0,0.45870999999999995
752,"TMC, I-PAC challenge legality of ED searches, agency moves court against 'obstruction'",India,,tmc ipac challenge legality of ed searches agency moves court against obstruction,positive,0.0772,0.0772,0.0,0,no,0,0.0,0.02702
753,"Mumbai: Drunk man hugs schoolgirl on road, Pocso case filed",India,,mumbai drunk man hugs schoolgirl on road pocso case filed,positive,0.2023,0.2023,1.0,0,no,0,0.0,0.420805
754,"‘Biggest tax refund ever’? Trump teases huge returns, but filing rules could change",India,,biggest tax refund ever trump teases huge returns but filing rules could change,neutral,0.0129,0.0129,0.9,0,no,0,0.0,0.319515
755,Mumbai sessions court denies bail to 60-year-old nurse accused in child trafficking case,India,,mumbai sessions court denies bail to 60yearold nurse accused in child trafficking case,negative,-0.6124,0.6124,0.0,0,no,0,0.0,0.21434
756,"Goa Inc slams govt over cable-cutting, failing ‘Digital India’ vision",India,,goa inc slams govt over cablecutting failing digital india vision,negative,-0.3182,0.3182,0.0,1,yes,1,0.499999750000125,0.311369950000025
757,Tuning up the band: Music labels bet on movie companies to hit the high notes,India,,tuning up the band music labels bet on movie companies to hit the high notes,neutral,0.0,0.0,0.5399999999999999,0,no,0,0.0,0.18899999999999997
758,Man sentenced to 8 years’ rigorous imprisonment in 2015 rape case,India,,man sentenced to 8 years rigorous imprisonment in 2015 rape case,negative,-0.7845,0.7845,0.0,0,no,0,0.0,0.27457499999999996
759,Cardiac drugs log highest sales in 2025 as NCD cases surge,India,,cardiac drugs log highest sales in 2025 as ncd cases surge,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
760,"Man caught on camera dumping waste in Margao gets Rs 25,000 fine",India,,man caught on camera dumping waste in margao gets rs 25000 fine,negative,-0.5106,0.5106,0.25,0,no,0,0.0,0.26621
761,US Senate votes to block Trump from more military action in Venezuela,India,,us senate votes to block trump from more military action in venezuela,negative,-0.4404,0.4404,0.2333333333333333,0,no,0,0.0,0.23580666666666666
762,Kala Academy task force flags severe structural and waterproofing failures,India,,kala academy task force flags severe structural and waterproofing failures,negative,-0.6808,0.6808,0.0,0,no,0,0.0,0.23827999999999996
763,"CPSE Capex reached 74.5% of target by December, set to exceed annual target by fair margin",India,,cpse capex reached 745 of target by december set to exceed annual target by fair margin,positive,0.4019,0.4019,0.9,0,no,0,0.0,0.455665
764,Credit costs rise for Shapoorji Pallonji Group firm as refinancing timeline slips,India,,credit costs rise for shapoorji pallonji group firm as refinancing timeline slips,positive,0.3818,0.3818,0.4,0,no,0,0.0,0.27362999999999993
765,"UP man gets 20 years for minor's rape, kidnapping",India,,up man gets 20 years for minors rape kidnapping,negative,-0.6908,0.6908,0.0,0,no,0,0.0,0.24177999999999997
766,Connectivity battle hits NMIA and Aqua Line,India,,connectivity battle hits nmia and aqua line,negative,-0.3818,0.3818,0.0,0,no,0,0.0,0.13362999999999997
767,"Fire engulfs Raia hill again, officials say ‘deliberate act’",India,,fire engulfs raia hill again officials say deliberate act,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
768,"Gadkari: Probe graft, norms violations by bus body builders",India,,gadkari probe graft norms violations by bus body builders,negative,-0.5267,0.5267,0.0,0,no,0,0.0,0.18434499999999998
769,"No sewage overflow in Panaji, sewer line being cleaned: IPSCDL",India,,no sewage overflow in panaji sewer line being cleaned ipscdl,negative,-0.296,0.296,0.0,0,no,0,0.0,0.10359999999999998
770,South Goa MP gets ECI notice to prove identity during SIR,India,,south goa mp gets eci notice to prove identity during sir,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
771,Rising competition hits sales growth of global beauty majors in India,India,,rising competition hits sales growth of global beauty majors in india,positive,0.7506,0.7506,0.0,0,no,0,0.0,0.26271
772,Birch fire: Victims’ families ask CM for fast-track trial,India,,birch fire victims families ask cm for fasttrack trial,negative,-0.5719,0.5719,0.0,0,no,0,0.0,0.20016499999999998
773,"Philippines national, aide arrested for fake passport",India,,philippines national aide arrested for fake passport,negative,-0.7351,0.7351,1.0,0,no,0,0.0,0.607285
774,Court discharges 24 fishermen in 2016 rioting case,India,,court discharges 24 fishermen in 2016 rioting case,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
775,83-year-old gets 10-year jail for raping minor girl in 2012,India,,83yearold gets 10year jail for raping minor girl in 2012,negative,-0.7003,0.7003,0.1,0,no,0,0.0,0.280105
776,"Premium gain, margin strain likely for insurers in December quarter",India,,premium gain margin strain likely for insurers in december quarter,positive,0.4939,0.4939,1.0,0,no,0,0.0,0.5228649999999999
777,"Report claims Trump and Melania have minimal interaction, but one hobby keeps them connected",India,,report claims trump and melania have minimal interaction but one hobby keeps them connected,neutral,0.0,0.0,0.6,0,no,0,0.0,0.21
778,"HC slams police for mobiles, charging points in Colvale jail",India,,hc slams police for mobiles charging points in colvale jail,neutral,0.0,0.0,0.0,1,yes,1,0.499999750000125,0.19999995000002502
779,IndusInd Bank plans bigger board for better governance,India,,indusind bank plans bigger board for better governance,positive,0.4404,0.4404,0.5,0,no,0,0.0,0.32914
780,Investment promotion zone notified at Cuncolim for steel plant,India,,investment promotion zone notified at cuncolim for steel plant,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
781,I plan to use AI to identify rural sporting talent: Sujeet Kumar,India,,i plan to use ai to identify rural sporting talent sujeet kumar,positive,0.4215,0.4215,0.0,0,no,0,0.0,0.147525
782,Banks narrow NBFCs’ lead as India’s gold loan market turns nearly 50-50,India,,banks narrow nbfcs lead as indias gold loan market turns nearly 5050,neutral,0.0,0.0,0.4,0,no,0,0.0,0.13999999999999999
783,"Torrent Power bets Rs 1 lakh cr on energy, builds new B2C platforms: Jinal Mehta, vice-chairman and MD",India,,torrent power bets rs 1 lakh cr on energy builds new b2c platforms jinal mehta vicechairman and md,positive,0.2732,0.2732,0.4545454545454545,0,no,0,0.0,0.25471090909090904
784,Sawant: New govt staff seeking posts closer to home will be sent far,India,,sawant new govt staff seeking posts closer to home will be sent far,neutral,0.0,0.0,0.7272727272727273,0,no,0,0.0,0.2545454545454545
785,Kogilu evictees to soon get houses; BJP might approach court,India,,kogilu evictees to soon get houses bjp might approach court,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
786,Tamil Nadu moves HC to cancel YouTuber's interim medical bail,India,,tamil nadu moves hc to cancel youtubers interim medical bail,negative,-0.25,0.25,0.0,0,no,0,0.0,0.0875
787,"61,000 crorepati taxpayers added in last one year",India,,61000 crorepati taxpayers added in last one year,neutral,0.0,0.0,0.0666666666666666,0,no,0,0.0,0.023333333333333307
788,"Indices end lower despite Asian rally; Nifty@26,800 still in play: Analysts",India,,indices end lower despite asian rally nifty26800 still in play analysts,positive,0.0516,0.0516,0.0,0,no,0,0.0,0.01806
789,"A'ja Wilson Vs Napheesa Collier: Exploring WNBA legends' net worth, career, family, business and more",India,,aja wilson vs napheesa collier exploring wnba legends net worth career family business and more,positive,0.2263,0.2263,0.1999999999999999,0,no,0,0.0,0.14920499999999998
790,Nicolas Maduro pleads not guilty in New York court after US capture; Venezuelans react,India,,nicolas maduro pleads not guilty in new york court after us capture venezuelans react,positive,0.3252,0.3252,0.7272727272727273,0,no,0,0.0,0.3683654545454545
791,Forest encroachment in state smacks of bureaucrat-squatter nexus: Supeme Court,India,,forest encroachment in state smacks of bureaucratsquatter nexus supeme court,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
792,"Atlanta Hawks Vs Toronto Raptors (01-06-2026) game preview: When and where to watch, expected lineup, injury report, prediction, and more",India,,atlanta hawks vs toronto raptors 01062026 game preview when and where to watch expected lineup injury report prediction and more,negative,-0.4215,0.4215,0.4333333333333333,0,no,0,0.0,0.29919166666666663
793,"CDC cuts childhood vaccine list to match Denmark model, sparks public health concerns",India,,cdc cuts childhood vaccine list to match denmark model sparks public health concerns,negative,-0.296,0.296,0.0666666666666666,1,yes,1,0.499999750000125,0.32693328333335825
794,CES 2026: MSI refreshes its laptop portfolio with lighter prestige models and more powerful gaming machines,India,,ces 2026 msi refreshes its laptop portfolio with lighter prestige models and more powerful gaming machines,positive,0.4754,0.4754,0.75,0,no,0,0.0,0.42888999999999994
795,Teenager detained for filming women in cinema hall washroom in Bengaluru,India,,teenager detained for filming women in cinema hall washroom in bengaluru,negative,-0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
796,Thought of the day by Frederick Douglass: 'I didn't know I was a slave until I found out I couldn't do the things I wanted.' Self-awareness quotes by revolutionary African American author,India,,thought of the day by frederick douglass i didnt know i was a slave until i found out i couldnt do the things i wanted selfawareness quotes by revolutionary african american author,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
797,Series of blasts in Manipur leaves 2 injured,India,,series of blasts in manipur leaves 2 injured,negative,-0.4019,0.4019,0.0,1,yes,1,0.499999750000125,0.34066495000002495
798,Tata Steel's future rests on a former PSU company it bought,India,,tata steels future rests on a former psu company it bought,neutral,0.0,0.0,0.0625,0,no,0,0.0,0.021875
799,"Vi vrooms, Swiggy sags: What sunk, what paid off in retail investors mid-cap bet",India,,vi vrooms swiggy sags what sunk what paid off in retail investors midcap bet,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
800,New transit system soon to help Bengaluru airport passengers switch terminals faster,India,,new transit system soon to help bengaluru airport passengers switch terminals faster,positive,0.4019,0.4019,0.4545454545454545,0,no,0,0.0,0.29975590909090905
801,"New York Knicks vs Detroit Pistons (01-06-2026) game preview: When and where to watch, expected lineup, injury report, prediction, and more",India,,new york knicks vs detroit pistons 01062026 game preview when and where to watch expected lineup injury report prediction and more,negative,-0.4215,0.4215,0.4386363636363636,0,no,0,0.0,0.3010477272727272
802,Three minors detained for pelting stones at devotees in Bengaluru,India,,three minors detained for pelting stones at devotees in bengaluru,negative,-0.296,0.296,0.0,0,no,0,0.0,0.10359999999999998
803,"Greater Bengaluru Authority, city corporations to get new logos, eco-friendly buildings",India,,greater bengaluru authority city corporations to get new logos ecofriendly buildings,positive,0.4215,0.4215,0.4772727272727273,0,no,0,0.0,0.3145704545454545
804,Nicolas Maduro held in Brooklyn MDC Jail: Dangerous conditions and high-profile inmates,India,,nicolas maduro held in brooklyn mdc jail dangerous conditions and highprofile inmates,negative,-0.4767,0.4767,0.45,0,no,0,0.0,0.324345
805,"Oklahoma City Thunder vs Charlotte Hornets regular-season game injury report: Who’s playing, who’s out, and more (January 5, 2026)",India,,oklahoma city thunder vs charlotte hornets regularseason game injury report whos playing whos out and more january 5 2026,negative,-0.25,0.25,0.45,0,no,0,0.0,0.245
806,"Back from Bangladesh, Sunali delivers boy at Bengal hospital",India,,back from bangladesh sunali delivers boy at bengal hospital,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
807,Marriage fortune-teller cheats woman of Rs 2 lakh,India,,marriage fortuneteller cheats woman of rs 2 lakh,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
808,SDM suspended in MP after nod to Congress stir; charged with signing order sans vetting,India,,sdm suspended in mp after nod to congress stir charged with signing order sans vetting,negative,-0.5994,0.5994,0.0,0,no,0,0.0,0.20979
809,From crude oil to baby oil: Maduro–Diddy memes are flooding social media,India,,from crude oil to baby oil madurodiddy memes are flooding social media,negative,-0.5719,0.5719,0.5333333333333333,0,no,0,0.0,0.38683166666666663
810,Which country has the best manners in the world? Expert's answer might surprise you,India,,which country has the best manners in the world experts answer might surprise you,positive,0.743,0.743,0.3,0,no,0,0.0,0.36505
811,"Quote of the Day by Abigail Johnson: “When everyone is running the machine, and it's all working, there's a tendency to look at the short term ………”",India,,quote of the day by abigail johnson when everyone is running the machine and its all working theres a tendency to look at the short term,neutral,0.0,0.0,0.3,0,no,0,0.0,0.105
812,"Day before UP draft rolls are out, Yogi meets Modi, Shah, Nabin",India,,day before up draft rolls are out yogi meets modi shah nabin,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
813,IShowSpeed explains why he travels the world instead of streaming from home,India,,ishowspeed explains why he travels the world instead of streaming from home,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
814,"Who is John Tavares' wife? Look inside Aryne Fuller’s life, career, family and more",India,,who is john tavares wife look inside aryne fullers life career family and more,neutral,0.0,0.0,0.5,0,no,0,0.0,0.175
815,'Will bolster India's self-confidence': Rajnath Singh commissions pollution control vessel 'Samudra Pratap',India,,will bolster indias selfconfidence rajnath singh commissions pollution control vessel samudra pratap,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
816,South Western Railway passenger traffic up 6.5% in 2025,India,,south western railway passenger traffic up 65 in 2025,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
817,NHL Injury Update: Jake McCabe sidelined as Toronto Maple Leafs’ injury list grows,India,,nhl injury update jake mccabe sidelined as toronto maple leafs injury list grows,negative,-0.6808,0.6808,0.0,0,no,0,0.0,0.23827999999999996
818,Quote of the Day by Haruki Murakami: 'No matter how far you travel…'—inspiring quotes by the famous Norwegian Wood author,India,,quote of the day by haruki murakami no matter how far you travelinspiring quotes by the famous norwegian wood author,neutral,-0.0191,0.0191,0.6666666666666666,0,no,0,0.0,0.2400183333333333
819,"Kevin Durant vs LeBron James’ net worth: NBA legends’ career earnings, contract details, brand endorsements, and more",India,,kevin durant vs lebron james net worth nba legends career earnings contract details brand endorsements and more,positive,0.2263,0.2263,0.1999999999999999,0,no,0,0.0,0.14920499999999998
820,"Trump administration did not consult US oil majors on Venezuela, oil executives say, meetings now planned",India,,trump administration did not consult us oil majors on venezuela oil executives say meetings now planned,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
821,Thought of the day by Leonardo Buscaglia: 'The easiest thing to be in the world is...' - today's inspiring self-love quotes by author and motivational speaker,India,,thought of the day by leonardo buscaglia the easiest thing to be in the world is todays inspiring selflove quotes by author and motivational speaker,positive,0.6808,0.6808,1.0,0,no,0,0.0,0.5882799999999999
822,Paddy Pimblett delivers blunt message to Ilia Topuria as UFC lightweight picture freezes,India,,paddy pimblett delivers blunt message to ilia topuria as ufc lightweight picture freezes,neutral,-0.0258,0.0258,0.0,0,no,0,0.0,0.00903
823,"Pentagon censuring, possibly demoting US senator over 'seditious' video",India,,pentagon censuring possibly demoting us senator over seditious video,negative,-0.4019,0.4019,1.0,0,no,0,0.0,0.49066499999999996
824,"Twitch streamer Swifty unbanned after brief suspension, thanks fans for support",India,,twitch streamer swifty unbanned after brief suspension thanks fans for support,positive,0.6808,0.6808,0.2666666666666666,0,no,0,0.0,0.33161333333333326
825,"Day after defiance, acting prez calls for 'coexistence' with US",India,,day after defiance acting prez calls for coexistence with us,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
826,"Will Kyle Tucker, Bo Bichette, or Alex Bregman really join the Chicago Cubs? Insider shares the truth",India,,will kyle tucker bo bichette or alex bregman really join the chicago cubs insider shares the truth,positive,0.7178,0.7178,0.2,0,no,0,0.0,0.32123
827,Donald Trump to be impeached? Democrats call for his impeachment after Nicolas Maduro capture,India,,donald trump to be impeached democrats call for his impeachment after nicolas maduro capture,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
828,What’s next for Kevin Stefanski? Top 5 landing spots after Browns firing,India,,whats next for kevin stefanski top 5 landing spots after browns firing,negative,-0.1531,0.1531,0.25,0,no,0,0.0,0.141085
829,Shark Tank India 5: Namita Thapar and Aman Gupta slam natural skincare brand Founder for calling himself a ‘Doctor’; Anupam Mittal says 'Pakde gaye toh jail jaoge',India,,shark tank india 5 namita thapar and aman gupta slam natural skincare brand founder for calling himself a doctor anupam mittal says pakde gaye toh jail jaoge,neutral,-0.0258,0.0258,0.2,0,no,0,0.0,0.07902999999999999
830,"Quote of the day by Seneca: 'Sometimes, even to live is an act of courage.' Self-help quotes by one of the greatest philosophers of his time",India,,quote of the day by seneca sometimes even to live is an act of courage selfhelp quotes by one of the greatest philosophers of his time,positive,0.8126,0.8126,0.75,0,no,0,0.0,0.54691
831,From tinker tool to daily assistant: AI's quiet rise,India,,from tinker tool to daily assistant ais quiet rise,neutral,0.0,0.0,0.1666666666666666,0,no,0,0.0,0.058333333333333307
832,"Luke Shaw and Anouska Santos combined net worth: Manchester United salary, bonuses, contract extensions, and off-pitch income",India,,luke shaw and anouska santos combined net worth manchester united salary bonuses contract extensions and offpitch income,positive,0.8074,0.8074,0.05,0,no,0,0.0,0.30009
833,"Kepa Arrizabalaga and Andrea Martinez combined net worth: Premier League wages, loan deals, modeling income, and endorsements",India,,kepa arrizabalaga and andrea martinez combined net worth premier league wages loan deals modeling income and endorsements,positive,0.2263,0.2263,0.05,0,no,0,0.0,0.096705
834,"David Raya and Tatiana Trouboul combined net worth: Premier League salary, incentives, and sponsorship income",India,,david raya and tatiana trouboul combined net worth premier league salary incentives and sponsorship income,positive,0.4939,0.4939,0.05,0,no,0,0.0,0.19036499999999998
835,Crude may soften to $50 per barrel by June: Report,India,,crude may soften to 50 per barrel by june report,negative,-0.5719,0.5719,1.0,0,no,0,0.0,0.550165
836,"Justin Rose’s net worth: Major wins, Olympic gold, and the making of a $60 million empire",India,,justin roses net worth major wins olympic gold and the making of a 60 million empire,positive,0.7089,0.7089,0.2,0,no,0,0.0,0.318115
837,"Ajit’s corruption charge: Look in mirror, says CM",India,,ajits corruption charge look in mirror says cm,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
838,"Sensex retreats, rupee slides on fresh tariff threat",India,,sensex retreats rupee slides on fresh tariff threat,negative,-0.2732,0.2732,0.5,0,no,0,0.0,0.27061999999999997
839,Who is Forsen? Inside the veteran Twitch star’s surprise entry into competitive League of Legends,India,,who is forsen inside the veteran twitch stars surprise entry into competitive league of legends,positive,0.4215,0.4215,0.0,0,no,0,0.0,0.147525
840,"Track asset quality closely, RBI tells NBFC chiefs again",India,,track asset quality closely rbi tells nbfc chiefs again,positive,0.3612,0.3612,0.0,0,no,0,0.0,0.12642
841,2026 IRS tax brackets explained — why some workers may see slightly higher paychecks despite inflation and updated withholding rules,India,,2026 irs tax brackets explained why some workers may see slightly higher paychecks despite inflation and updated withholding rules,neutral,0.0,0.0,0.5,0,no,0,0.0,0.175
842,Nelly Korda’s net worth: The rise of golf’s most consistent and powerful star,India,,nelly kordas net worth the rise of golfs most consistent and powerful star,positive,0.6077,0.6077,0.37,0,no,0,0.0,0.342195
843,"Jorge Posada and Laura Posada combined net worth: How a core Yankee built lasting wealth, endorsement deals, and other assets",India,,jorge posada and laura posada combined net worth how a core yankee built lasting wealth endorsement deals and other assets,positive,0.7964,0.7964,0.11875,0,no,0,0.0,0.3203025
844,"Tyrese Haliburton and Jade Jones' combined net worth: NBA power couple's career earnings, endorsements, and more",India,,tyrese haliburton and jade jones combined net worth nba power couples career earnings endorsements and more,positive,0.2263,0.2263,0.1999999999999999,0,no,0,0.0,0.14920499999999998
845,PE firm buys over 35% of iD Fresh Food,India,,pe firm buys over 35 of id fresh food,positive,0.3182,0.3182,0.45,0,no,0,0.0,0.26887
846,"“Our World Is Forever Changed”: Derek Hough and Hayley Erbert welcome their first baby girl, Everley Capri Hough",India,,our world is forever changed derek hough and hayley erbert welcome their first baby girl everley capri hough,positive,0.4588,0.4588,0.6166666666666667,0,no,0,0.0,0.37641333333333327
847,"Nelson Piquet and Cristia Callegari Piquet combined net worth: Formula 1 titles, relationship timeline, contracts, and more",India,,nelson piquet and cristia callegari piquet combined net worth formula 1 titles relationship timeline contracts and more,positive,0.2263,0.2263,0.1999999999999999,0,no,0,0.0,0.14920499999999998
848,2 die as car crashes into SUV parked without indicators on,India,,2 die as car crashes into suv parked without indicators on,negative,-0.5994,0.5994,0.0,0,no,0,0.0,0.20979
849,150 Mumbai University Colleges Launch Biodiversity Mapping Drive Across Districts,India,,150 mumbai university colleges launch biodiversity mapping drive across districts,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
850,Want to party with rock stars? How many airline miles do you have?,India,,want to party with rock stars how many airline miles do you have,positive,0.4588,0.4588,0.5,0,no,0,0.0,0.33558
851,"Caught re-issuing tickets, BMTC conductor loses court battle & job",India,,caught reissuing tickets bmtc conductor loses court battle job,negative,-0.5994,0.5994,0.1,0,no,0,0.0,0.24479
852,Techie dies in fire in Bengaluru; police suspect suffocation,India,,techie dies in fire in bengaluru police suspect suffocation,negative,-0.5574,0.5574,0.0,0,no,0,0.0,0.19508999999999999
853,"Copper climbs to $13,000/ton after strike at mine in Chile",India,,copper climbs to 13000ton after strike at mine in chile,negative,-0.128,0.128,0.0,0,no,0,0.0,0.0448
854,"Daniil Kvyat net worth: A closer look at Russian driver's Red Bull years, F1 earnings, and legacy earnings",India,,daniil kvyat net worth a closer look at russian drivers red bull years f1 earnings and legacy earnings,positive,0.2263,0.2263,0.025,0,no,0,0.0,0.08795499999999999
855,NHL Trade Rumors: Minnesota Wild eye another move after Quinn Hughes trade as Carolina Hurricanes weigh goaltending options,India,,nhl trade rumors minnesota wild eye another move after quinn hughes trade as carolina hurricanes weigh goaltending options,neutral,0.0,0.0,0.4,0,no,0,0.0,0.13999999999999999
856,SC junks customs demand on Adani Power's Mundra SEZ supply to domestic market,India,,sc junks customs demand on adani powers mundra sez supply to domestic market,negative,-0.128,0.128,0.1,0,no,0,0.0,0.0798
857,"Copper price rally today: Why copper reached an all-time high above $13,000 a ton",India,,copper price rally today why copper reached an alltime high above 13000 a ton,positive,0.1027,0.1027,0.3199999999999999,0,no,0,0.0,0.14794499999999997
858,US spy plane circles Mexico as Trump hints at Venezuela-style military strike,India,,us spy plane circles mexico as trump hints at venezuelastyle military strike,negative,-0.128,0.128,0.1,0,no,0,0.0,0.0798
859,Zelensky ousts Ukraine top intel chief amid security shake-up,India,,zelensky ousts ukraine top intel chief amid security shakeup,positive,0.3818,0.3818,0.5,0,no,0,0.0,0.30862999999999996
860,Credit growth outpaces deposits for large banks,India,,credit growth outpaces deposits for large banks,positive,0.6369,0.6369,0.4285714285714285,0,no,0,0.0,0.372915
861,"James Wattana's net worth breakdown Prize money, peak ranking years, and lifetime earnings from professional snooker",India,,james wattanas net worth breakdown prize money peak ranking years and lifetime earnings from professional snooker,positive,0.6369,0.6369,0.0666666666666666,0,no,0,0.0,0.24624833333333332
862,"Max Verstappen vs Fernando Alonso net worth comparison: F1 contracts, bonuses, sponsorships, and brand power",India,,max verstappen vs fernando alonso net worth comparison f1 contracts bonuses sponsorships and brand power,positive,0.6705,0.6705,0.05,0,no,0,0.0,0.252175
863,Paris court finds 10 people guilty of cyberbullying French Presidnt's wife Brigitte Macron,India,,paris court finds 10 people guilty of cyberbullying french presidnts wife brigitte macron,negative,-0.4215,0.4215,0.5,0,no,0,0.0,0.32252499999999995
864,Big 401(k) changes coming in 2026 — a major tax shift could impact your retirement savings,India,,big 401k changes coming in 2026 a major tax shift could impact your retirement savings,neutral,0.0,0.0,0.3,0,no,0,0.0,0.105
865,"Caitlin Clark Vs A'ja Wilson: Exploring WNBA legends' net worth, career, family, business and more",India,,caitlin clark vs aja wilson exploring wnba legends net worth career family business and more,positive,0.2263,0.2263,0.1999999999999999,0,no,0,0.0,0.14920499999999998
866,"Jared Triolo's net worth: All you need to know about the Pirates infielder's MLB salary, bonuses, and other income sources",India,,jared triolos net worth all you need to know about the pirates infielders mlb salary bonuses and other income sources,positive,0.6705,0.6705,0.1583333333333333,0,no,0,0.0,0.29009166666666664
867,China and South Korea pledge to bolster ties as regional tensions rise,India,,china and south korea pledge to bolster ties as regional tensions rise,negative,-0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
868,India-US trade deal: Exporters nervous as new season looms,India,,indiaus trade deal exporters nervous as new season looms,negative,-0.4019,0.4019,0.4545454545454545,0,no,0,0.0,0.29975590909090905
869,"Gerry Cooney and Jennifer Cooney combined net worth: Boxing fame, endorsements, business ventures, and financial growth",India,,gerry cooney and jennifer cooney combined net worth boxing fame endorsements business ventures and financial growth,positive,0.7506,0.7506,0.0333333333333333,0,no,0,0.0,0.27437666666666666
870,"Ranchi Water Contamination: Skin, Hair, and GI Ailments Rise Amidst Health Concerns",India,,ranchi water contamination skin hair and gi ailments rise amidst health concerns,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
871,"Hostel warden scolds student for speaking Kannada, arrested",India,,hostel warden scolds student for speaking kannada arrested,negative,-0.4767,0.4767,0.0,0,no,0,0.0,0.166845
872,Bhubaneswar Municipal Corporation to charge user fee for waste generators,India,,bhubaneswar municipal corporation to charge user fee for waste generators,negative,-0.4215,0.4215,0.0,0,no,0,0.0,0.147525
873,Delhi govt signs MoU with RBI to manage borrowings and cash flows,India,,delhi govt signs mou with rbi to manage borrowings and cash flows,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
874,'That's enough' Greenland slams Trump's annexation rhetoric; EU backs Denmark,India,,thats enough greenland slams trumps annexation rhetoric eu backs denmark,negative,-0.0516,0.0516,0.5,1,yes,1,0.499999750000125,0.393059950000025
875,"BMC to seal hotels, dhabas using chullahs to curb air pollution",India,,bmc to seal hotels dhabas using chullahs to curb air pollution,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
876,"Joshua Kimmich and Lina Kimmich combined net worth: Bundesliga dominance, salaries, and brand deals",India,,joshua kimmich and lina kimmich combined net worth bundesliga dominance salaries and brand deals,positive,0.4019,0.4019,0.05,0,no,0,0.0,0.15816499999999997
877,Dhanbad Judicial Officers Lead Awareness March Against Substance Abuse,India,,dhanbad judicial officers lead awareness march against substance abuse,negative,-0.6369,0.6369,0.0,0,no,0,0.0,0.222915
878,"Andy Pettitte and Laura Pettitte combined net worth: Yankees championships, contracts, investments, and fortune",India,,andy pettitte and laura pettitte combined net worth yankees championships contracts investments and fortune,positive,0.6249,0.6249,0.05,0,no,0,0.0,0.23621499999999998
879,Bank loan-to-deposit ratios at all-time highs raise concern,India,,bank loantodeposit ratios at alltime highs raise concern,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
880,BJP readies grassroots push to blunt Opposition attack on 'G Ram G' law,India,,bjp readies grassroots push to blunt opposition attack on g ram g law,negative,-0.4767,0.4767,0.0,0,no,0,0.0,0.166845
881,"Mariano Rivera and Clara Rivera combined net worth: Yankees legacy, philanthropy, and long-term wealth",India,,mariano rivera and clara rivera combined net worth yankees legacy philanthropy and longterm wealth,positive,0.6249,0.6249,0.05,0,no,0,0.0,0.23621499999999998
882,Jharkhand Schools Closed Till Jan 8 Due to Cold Wave: All Classes Affected,India,,jharkhand schools closed till jan 8 due to cold wave all classes affected,negative,-0.1531,0.1531,0.4916666666666667,0,no,0,0.0,0.22566833333333333
883,"5,000 deaths in 2025-26 across U.S. due to flu, warns CDC",India,,5000 deaths in 202526 across us due to flu warns cdc,negative,-0.4588,0.4588,0.375,0,no,0,0.0,0.2918299999999999
884,Mumbaikars for stray dogs: We have to be their voice,India,,mumbaikars for stray dogs we have to be their voice,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
